Id,Price
725,166749.16251860783
15856,218595.92548816485
5480,120939.6375923317
15664,366396.29829045053
14275,146332.66578655597
7633,203766.48319037462
13329,170575.7946429645
5502,221868.32582558214
4220,285891.5395249788
11538,184997.58790965294
15975,278022.7869147765
3310,246738.2322294545
9286,148497.38871428327
11260,195308.90765117
5214,104833.93809184799
11307,190366.03059472019
13543,370422.32568778575
615,169259.1839123021
3495,214030.94724008173
2321,239679.71134799812
12046,187854.02628855393
16688,142410.75490179413
12694,238511.90617733856
783,153122.1415099295
8968,156298.4876589933
13454,185329.0863377247
12190,243305.48841195393
11160,147346.17403774176
10291,195132.74637694773
891,261254.4303467255
2982,167661.9583216791
3818,238800.11511826844
2449,187154.68227968237
8317,163069.9299371551
4922,190018.25712505332
1257,227962.22424989069
9348,257642.54757873833
4176,180432.37894660074
10704,169890.1606390503
6624,112183.3546954462
5428,176015.29680856652
12749,181829.04383229837
8994,192891.22531279837
11513,138947.01654161536
3047,193900.93430860757
9519,193996.8754331752
12309,221470.89439118255
14081,278429.3332916805
8334,262374.40497562755
6343,181062.87857719796
14788,119852.19933291001
15748,289004.6650538484
153,228851.98551675165
14149,182938.84689526155
269,202210.6591980001
5452,130970.8861623769
721,171375.43113944159
5079,342757.7286623997
2831,118182.19342336147
10614,113470.55647718333
10131,328770.992797934
9996,331526.31956653856
3061,258829.87980271142
11733,326673.1450663343
3726,230102.6350658335
10929,232304.47139288843
9011,232260.6278511963
16182,253357.79668985412
4976,179622.479784801
9897,237910.30303256356
1872,196098.91289501404
9205,368147.1631636477
5403,411194.1707875729
14074,209629.94030764463
6268,152960.21800320107
14232,171482.37979700332
8532,237187.16551690886
7034,339200.13690679066
6553,407023.7382123507
3133,172189.18159652207
8596,200121.43097792962
12389,230555.43080811636
14462,163218.4157815242
8860,238539.90400195957
8377,282263.31473188783
6367,290462.61998146673
6917,232548.23152642057
4216,204312.9376722302
5806,170418.33154492217
5438,174229.21554194987
6632,199943.25357348876
2650,145634.0179858322
5396,219288.02244162705
4044,152362.36512880897
1345,248468.0069225466
856,173499.6735151578
12791,297443.8030360785
12499,234398.7812463543
12249,123281.63819708384
14641,149257.7455536234
1919,173164.9137782652
7848,188582.75417875248
10749,174606.07229689593
15554,194164.6246900783
15834,197747.8116019467
1355,165417.93309847655
15451,164641.69877853704
12401,183779.8806767432
10290,184207.07170905115
9462,152436.62600034798
3103,229918.32836054548
3420,132075.56959670447
12262,230561.92680421897
5032,209357.50542439843
8949,316919.80057935434
15567,228617.23454686365
16389,158154.32205197978
7809,101280.36553495681
8990,174874.20072198455
16089,280694.48182808474
12743,102575.63314422999
5132,109319.53022161117
1619,274703.66970079707
2428,108480.44725573214
16741,158384.04170815484
13193,224691.1463644932
12588,531771.7918553416
5067,170817.96124655395
14685,112741.4531207753
2292,196803.69095860486
5746,127535.27578009904
12578,164897.1682977938
14834,194993.46851408828
2147,174526.2064540122
8222,125829.44569931584
10419,262185.88028463
11492,229934.86686995483
3006,214085.08973877484
8761,202236.52541820882
15371,424615.2676414321
16367,167533.74853448954
6317,278147.95615762094
10878,213758.11832960934
3895,162950.04720245805
8041,214315.39292518026
13428,455846.97979615274
14669,161687.47793768576
1006,155168.77727265464
12271,163406.10569505455
3764,438626.69849820086
7675,199912.45000785915
11709,275980.4166673577
8629,158326.53497700943
1105,329401.3027245388
6096,190302.14228570726
11727,227966.05568678246
5157,169779.02405647322
3679,153955.50970158257
1755,147330.565788296
7391,196758.23368876614
7425,109951.06711013564
6882,378765.33205856435
10752,309266.72032466426
7472,218299.91571653567
14320,101309.83973565893
9596,156698.9411121154
5317,219811.93632956938
7378,96871.7017676214
16154,180815.56584637804
3464,192259.84794134472
4197,241768.25358887867
9477,123766.31605692241
12705,192647.66910208782
16426,208678.22851926243
1481,71405.1628850241
9946,237743.1406408094
12025,221239.84948883517
5341,231263.81220545617
9923,313141.28786091297
7953,283502.1879131861
11066,255495.19949453924
5037,180305.558677135
2509,237819.11103742162
4937,351969.7115763777
12089,412918.43171926285
4964,150216.4838061215
16500,278450.6064952747
4625,142635.94656343583
2363,384995.9641158413
8148,194670.91655755392
3804,179022.47121264721
4584,159908.31598042874
10694,126310.30266859611
2691,163467.833777467
2983,214948.36160910453
13563,333516.66917547217
10747,234215.06223295568
1721,199673.80143432601
2789,250464.1015093388
7214,276521.14507192024
8659,210772.71218877195
5107,255404.43185859214
3843,224560.00199624093
14610,401450.0396727629
15505,159518.69092940274
5060,234328.41532234577
16055,212167.80074867935
14963,208006.02521171086
4118,141162.34982433246
1672,176880.2592422543
3209,181094.28222379825
16515,152220.74721113368
973,185419.9675648018
12529,200484.71782133877
5896,131374.18373323986
5450,329946.0668310624
3249,173551.20036516336
8911,187304.0471959105
5898,211465.8692549668
1024,172552.21395351551
4766,209375.80483083052
15804,177389.41403396503
14303,198253.99124980473
10707,179358.37553143955
6605,203783.36212589074
1138,267338.92613243184
14088,420665.40444263816
9154,180103.2856782384
8190,191524.4317929011
398,291154.4115267241
13302,241331.34697421986
9696,156346.4400431752
16786,120599.88684889431
16230,193186.815260709
6552,192075.75187041177
923,203742.8746040219
9602,308737.46916824934
5857,252076.2261871746
8120,175264.4644546619
7134,256645.83554356644
11726,186776.59476491073
8069,123945.20419551664
12420,168731.02802333471
8604,171429.56027429833
4854,304055.54251266306
12212,186895.53138784535
12099,362496.65306264884
3882,359120.978361631
6995,311587.87617518596
10172,220094.1246704021
11672,337918.9980684895
12897,288758.1624293953
16097,199078.45241529288
6779,292193.4348736755
11199,190413.67889831142
10816,344351.1606117221
143,393838.61923896294
5399,272549.1850920628
3286,152441.8323996218
13706,195447.370146882
1935,404978.8306265746
16000,172320.53040039045
2860,220210.1651914048
11407,300421.6914341358
16378,258083.8558088893
12278,186844.74473162263
3842,183708.1136379904
2692,351531.37052626733
7699,194788.56972851336
6825,354719.5111048427
7268,296455.15571146325
1477,401904.9687618829
9887,181809.39900296458
9436,191070.56744488617
3179,218402.64464044498
1350,501944.6329282153
10643,170665.02897654637
5793,236437.862519955
11494,380753.54430272937
4206,194247.85045133953
12419,228901.41854746098
8530,251705.43013092878
5985,147419.6602338703
8908,195567.4167196433
256,119977.43553639189
7234,172659.51053395215
5648,204824.92488760754
3014,207488.40404638986
2184,193255.22892479424
9189,304221.92969247664
14884,200700.37511847742
10333,160116.3208801893
15896,142311.52367984704
13269,142632.05209408756
8603,233519.05186601033
15087,176745.6674834189
4344,208277.43690239263
7981,72492.45970568639
10908,223633.0916041376
6190,165969.49097050444
11742,202013.04630801544
9224,151408.96046502763
14667,207986.80252512012
458,198029.4145442931
2464,324431.690198269
12320,232045.0258216437
278,203795.93030590538
2912,231545.83190982701
6698,210970.21354843976
4510,133346.32389452853
4183,166768.48634420673
5551,284961.37975333096
12187,165210.04101076798
7948,228798.1851901892
10808,180341.5288126219
12432,176180.23839392493
5356,173039.84158857685
8984,499363.3612324869
9203,171024.91230796193
15412,104179.82421575372
12041,131946.48723684248
7644,263462.0963619144
7071,192120.07008960575
10685,171761.4214041244
6763,224118.29436263995
940,145651.04494891374
14959,199673.80143432601
1338,150412.25766642333
5351,155717.0503813491
6524,266579.23204829125
12516,149807.6759463405
3288,263468.7181011839
3146,241038.79934902966
3954,191088.66412509597
11955,169460.60781220117
1211,222747.857959712
15668,205015.26125278525
1320,102766.36260095406
9108,185760.48430068768
16482,228674.8604291848
5017,146143.8336561838
8290,217626.66401918535
4304,393691.27566175675
1930,181390.99208166538
12530,168023.9019421151
11295,360473.3289440173
3002,156514.16590738748
15483,165344.42589392173
11525,203055.26851036545
13978,152414.99772515596
4885,155362.7134047656
8325,174337.36666154538
3630,123419.29349620768
9165,189131.18002659114
13945,220558.66037674493
10663,175467.82418670217
14803,167661.9583216791
7621,155266.72496987024
8205,239419.34754499188
10387,199616.52212486474
5457,150035.89506801916
10234,333930.93591214035
6251,181784.20485647814
701,240979.84509933536
7930,175879.34547826674
15028,146988.20021075412
12172,80999.0582093115
5805,190646.78662269804
7411,287673.8334297819
